queue_length,active_counters,avg_proc_time,crop_type,hour_of_day,day_of_week,waiting_minutes
2,3,5.25,COTTON,9,4,3.5
20,5,6.57,SOYBEAN,9,0,23.5
1,4,7.06,COTTON,8,2,2.0
37,4,6.18,SOYBEAN,16,1,52.2
9,3,6.1,SOYBEAN,14,3,17.5
17,4,5.71,PADDY,10,4,34.4
9,3,4.98,COTTON,9,5,16.6
11,3,4.86,MAIZE,10,4,19.8
15,5,6.78,COTTON,14,2,27.9
24,4,7.28,CHANA,12,2,48.4
38,3,5.87,MAIZE,10,0,84.2
55,5,6.48,PADDY,16,0,75.7
35,3,7.24,COTTON,9,5,104.0
30,6,4.77,PADDY,14,5,25.6
31,3,6.81,MAIZE,13,0,72.3
49,3,6.35,PADDY,13,3,119.7
5,3,6.3,PADDY,14,5,11.1
44,3,5.38,WHEAT,13,0,82.9
50,3,6.55,COTTON,9,4,132.5
14,4,6.88,PADDY,12,0,30.1
53,5,4.84,WHEAT,10,3,62.4
56,4,6.1,WHEAT,16,0,80.6
11,3,4.8,SOYBEAN,15,0,16.7
9,4,7.12,SOYBEAN,9,4,16.7
34,3,6.02,MAIZE,8,5,62.5
12,2,6.92,COTTON,11,4,63.7
35,4,5.6,SOYBEAN,11,4,55.6
35,4,4.88,MAIZE,9,0,37.6
1,2,4.62,COTTON,14,4,4.9
40,2,5.34,MAIZE,10,2,123.8
22,6,5.23,WHEAT,14,1,19.3
29,2,6.18,WHEAT,14,1,91.7
8,4,4.57,COTTON,8,4,9.2
11,4,6.06,MAIZE,13,5,17.0
41,3,5.68,MAIZE,11,3,87.7
37,3,6.23,SOYBEAN,15,4,70.3
14,4,6.61,SOYBEAN,15,5,20.3
30,4,6.4,COTTON,10,4,70.2
35,4,7.45,CHANA,11,0,69.8
21,4,4.91,SOYBEAN,8,5,21.7
37,6,5.79,PADDY,9,3,36.1
5,4,5.77,SOYBEAN,14,4,3.9
19,4,5.75,CHANA,14,2,26.5
59,4,6.49,MAIZE,16,5,87.7
14,4,5.97,WHEAT,16,1,22.7
26,4,6.05,WHEAT,16,5,38.9
4,4,5.8,MAIZE,13,2,8.4
25,4,7.48,WHEAT,15,2,45.5
45,2,7.28,SOYBEAN,16,2,147.0
42,4,5.42,WHEAT,14,3,60.3
25,3,4.83,CHANA,11,3,43.3
18,3,7.02,CHANA,11,5,46.2
40,2,7.49,SOYBEAN,13,3,150.8
8,4,5.38,MAIZE,11,1,13.3
39,4,5.57,PADDY,14,0,63.9
40,3,7.32,SOYBEAN,15,5,88.2
14,4,6.63,WHEAT,15,4,22.4
32,4,5.39,SOYBEAN,15,4,40.6
51,3,6.24,CHANA,9,5,92.0
38,4,7.33,SOYBEAN,9,0,62.5
33,4,6.94,SOYBEAN,9,4,50.9
23,4,6.73,PADDY,9,5,41.4
15,4,6.71,CHANA,11,5,28.3
33,4,5.03,COTTON,12,2,63.2
25,2,6.97,COTTON,11,1,131.6
17,3,5.33,CHANA,12,4,34.4
33,2,7.29,COTTON,11,1,180.5
47,6,5.59,WHEAT,14,5,43.8
55,3,7.07,COTTON,8,0,158.2
2,3,5.3,WHEAT,8,5,3.3
14,5,6.04,CHANA,9,4,14.5
53,5,4.82,COTTON,8,1,60.2
40,4,6.48,COTTON,10,2,98.2
40,2,7.01,MAIZE,13,2,146.9
51,2,6.66,WHEAT,13,5,176.2
39,4,6.07,WHEAT,8,0,56.0
51,3,4.64,SOYBEAN,13,3,78.7
6,2,7.3,PADDY,12,4,28.3
6,4,6.62,COTTON,14,5,13.6
3,5,6.74,MAIZE,13,2,3.5
7,3,6.88,PADDY,14,2,19.1
51,4,6.74,MAIZE,9,0,79.7
8,4,5.82,PADDY,8,2,11.6
42,3,6.7,COTTON,14,4,126.0
52,4,6.38,MAIZE,16,0,77.9
15,3,7.06,WHEAT,9,1,31.2
47,3,6.91,SOYBEAN,14,0,109.0
29,4,4.62,MAIZE,10,4,37.7
33,3,5.64,CHANA,13,4,60.8
52,6,4.6,COTTON,10,1,59.3
30,3,4.81,COTTON,12,5,73.7
39,4,6.3,CHANA,9,0,53.6
27,4,7.12,PADDY,15,4,49.8
36,3,4.86,SOYBEAN,15,4,52.0
29,2,5.85,PADDY,14,1,101.6
38,4,7.23,CHANA,13,3,66.5
57,5,6.94,CHANA,8,0,68.5
33,5,6.06,SOYBEAN,15,4,37.8
37,4,6.81,CHANA,8,2,56.4
27,4,6.07,CHANA,15,1,34.5
55,4,4.97,MAIZE,9,3,63.4
33,4,4.87,SOYBEAN,15,3,33.6
4,4,5.07,COTTON,11,1,9.0
22,4,5.55,PADDY,14,3,35.9
2,5,7.29,COTTON,12,4,5.4
10,4,6.9,COTTON,15,3,18.1
5,5,5.8,MAIZE,13,0,5.5
59,4,5.98,PADDY,12,2,116.8
10,3,5.3,COTTON,8,4,18.3
33,2,6.61,SOYBEAN,10,1,123.3
54,4,6.91,PADDY,16,2,98.7
38,4,5.22,WHEAT,16,5,44.4
13,5,4.63,MAIZE,12,4,13.1
31,3,6.37,COTTON,10,2,100.1
47,5,6.19,CHANA,13,3,54.8
36,5,5.71,PADDY,12,5,54.2
45,3,6.43,WHEAT,8,1,91.0
24,5,6.15,CHANA,9,1,22.8
52,6,5.25,WHEAT,12,0,54.6
56,4,5.69,COTTON,16,3,98.1
15,4,5.78,CHANA,11,0,25.3
29,6,7.14,COTTON,16,0,42.0
8,4,7.38,CHANA,10,3,16.8
5,3,7.18,PADDY,8,4,10.3
29,5,6.66,SOYBEAN,13,5,38.9
47,4,6.25,SOYBEAN,14,0,72.8
4,4,6.57,WHEAT,11,2,7.6
12,3,7.32,MAIZE,12,5,32.2
45,4,5.25,CHANA,11,4,65.8
2,2,6.11,COTTON,10,3,6.7
27,5,6.57,MAIZE,8,1,33.4
31,3,6.54,PADDY,13,4,78.1
51,3,5.26,PADDY,12,0,121.3
51,4,6.26,PADDY,8,2,86.0
36,2,6.89,SOYBEAN,12,5,138.9
36,4,5.93,COTTON,13,3,70.1
26,5,6.88,PADDY,12,1,48.6
43,5,5.58,PADDY,8,5,46.2
27,3,7.32,WHEAT,12,2,78.3
5,3,6.1,CHANA,8,1,9.7
20,5,6.29,CHANA,10,3,28.0
11,5,4.59,CHANA,9,5,10.1
10,4,5.01,MAIZE,8,4,10.8
40,4,6.4,WHEAT,11,0,76.3
38,3,5.76,SOYBEAN,9,3,64.8
6,5,6.02,MAIZE,12,2,7.1
8,4,4.69,WHEAT,8,4,7.4
23,3,7.0,PADDY,8,5,56.7
47,3,6.85,COTTON,11,1,163.8
26,5,5.06,MAIZE,14,4,29.6
46,2,6.4,MAIZE,9,4,136.7
43,3,6.95,PADDY,9,2,105.1
12,4,6.42,PADDY,8,0,22.5
26,3,5.43,COTTON,12,4,71.7
13,2,6.47,CHANA,13,4,40.7
40,5,5.13,MAIZE,13,0,40.6
18,5,5.45,WHEAT,9,0,20.8
25,5,5.22,SOYBEAN,14,1,26.2
33,5,6.17,PADDY,13,5,47.9
47,4,4.82,PADDY,15,1,61.1
40,5,7.3,SOYBEAN,13,0,58.3
43,4,5.5,WHEAT,16,3,58.4
12,4,5.16,PADDY,9,0,18.0
44,6,5.99,SOYBEAN,14,1,43.0
36,3,5.33,PADDY,12,2,84.7
48,4,6.1,CHANA,8,2,63.1
4,4,5.55,CHANA,10,5,8.9
5,3,4.9,PADDY,11,4,9.7
56,2,5.3,PADDY,9,2,157.7
37,5,5.82,CHANA,14,1,42.1
8,6,4.59,PADDY,8,2,7.3
42,4,6.81,WHEAT,10,3,85.4
49,2,6.37,WHEAT,16,0,149.4
28,2,6.3,COTTON,9,0,108.4
31,5,6.14,WHEAT,12,1,44.3
58,4,6.27,MAIZE,11,4,104.3
9,3,7.3,MAIZE,10,0,25.4
54,4,4.53,MAIZE,12,2,69.8
51,3,4.64,PADDY,13,3,91.8
29,4,5.07,PADDY,8,4,38.5
14,5,5.0,SOYBEAN,9,4,15.8
40,4,5.04,MAIZE,8,4,49.3
41,4,6.52,MAIZE,10,0,76.9
22,4,5.88,WHEAT,15,5,27.6
11,4,7.48,CHANA,15,4,17.1
23,4,5.18,CHANA,11,1,33.7
1,3,5.43,COTTON,13,2,2.0
46,4,7.45,SOYBEAN,16,5,78.3
37,3,7.0,CHANA,14,3,84.2
21,5,5.91,COTTON,9,2,30.2
26,4,6.16,WHEAT,9,1,38.0
46,6,7.03,SOYBEAN,10,1,59.1
36,2,5.94,SOYBEAN,15,5,97.6
54,4,5.12,MAIZE,16,2,64.8
23,4,6.99,PADDY,10,0,52.4
57,4,6.11,MAIZE,16,1,79.9
1,3,4.96,WHEAT,15,4,2.0
54,4,6.02,MAIZE,12,3,94.5
55,4,5.74,SOYBEAN,10,3,88.2
51,3,7.13,MAIZE,14,1,124.5
40,3,4.88,COTTON,16,4,76.7
15,4,7.13,MAIZE,13,2,25.9
21,4,6.04,CHANA,10,3,32.6
47,3,5.71,WHEAT,12,4,106.8
9,3,4.99,WHEAT,14,4,16.0
53,3,6.6,SOYBEAN,15,0,104.8
9,4,7.28,MAIZE,11,1,20.6
10,4,5.63,SOYBEAN,9,4,14.1
52,5,5.22,SOYBEAN,9,2,50.7
57,6,6.16,COTTON,10,3,88.1
53,4,6.89,PADDY,15,0,95.0
26,2,4.51,SOYBEAN,8,2,55.5
41,2,6.39,PADDY,14,3,154.9
35,3,6.29,PADDY,13,1,87.1
52,5,5.45,WHEAT,9,2,54.9
25,4,5.85,CHANA,16,3,36.1
26,3,5.24,CHANA,12,0,49.2
11,4,6.87,MAIZE,9,3,19.7
38,4,6.4,COTTON,10,4,90.6
2,4,6.1,COTTON,14,0,5.3
7,3,5.68,CHANA,14,2,15.5
18,6,5.37,MAIZE,8,5,14.9
27,4,6.97,CHANA,11,1,48.2
34,3,5.85,MAIZE,13,0,69.1
27,5,6.0,MAIZE,15,0,29.9
17,2,6.06,MAIZE,10,0,60.9
43,5,5.85,MAIZE,10,3,57.4
59,6,5.27,WHEAT,15,4,52.8
44,4,4.86,WHEAT,15,5,51.0
59,4,4.8,CHANA,15,1,63.0
51,3,6.77,MAIZE,8,1,105.7
54,5,5.17,SOYBEAN,15,4,48.6
24,4,4.67,MAIZE,15,3,24.1
25,4,6.89,SOYBEAN,9,3,36.9
7,5,4.96,WHEAT,16,4,7.6
52,6,6.38,MAIZE,14,4,56.0
6,5,5.52,PADDY,15,2,5.1
53,3,4.88,CHANA,9,3,74.3
24,6,5.74,MAIZE,11,0,27.6
33,4,4.54,COTTON,14,1,51.4
49,5,7.02,SOYBEAN,13,3,70.2
29,4,6.04,MAIZE,14,4,44.6
43,3,4.92,PADDY,8,0,78.0
22,4,5.21,SOYBEAN,15,2,27.5
26,4,5.84,PADDY,14,5,42.9
28,4,5.07,CHANA,11,2,39.7
50,3,5.31,CHANA,8,0,77.3
21,4,6.1,CHANA,15,0,27.8
49,3,7.0,WHEAT,14,4,120.0
7,5,5.71,PADDY,15,5,7.5
17,4,6.65,MAIZE,8,4,27.8
20,2,7.13,COTTON,12,1,106.8
41,3,5.15,COTTON,16,5,84.7
49,2,6.92,CHANA,12,5,185.2
20,4,6.77,COTTON,10,1,54.4
54,3,5.57,SOYBEAN,16,2,89.8
22,3,7.47,PADDY,16,0,56.4
28,5,5.29,PADDY,11,2,40.8
40,5,5.26,PADDY,11,4,56.0
49,4,6.82,SOYBEAN,15,3,76.1
7,6,5.8,MAIZE,14,4,7.0
1,2,5.49,WHEAT,12,3,4.1
32,4,5.04,SOYBEAN,13,0,40.7
13,4,6.8,PADDY,10,0,28.4
30,4,6.86,PADDY,13,5,61.6
23,4,6.2,PADDY,15,0,38.7
51,4,7.37,MAIZE,16,1,86.9
59,4,5.45,COTTON,10,1,121.3
56,4,5.16,WHEAT,15,3,67.4
19,3,6.53,SOYBEAN,10,2,47.1
32,3,6.78,PADDY,9,5,77.6
30,3,5.17,CHANA,12,2,56.1
29,3,4.73,WHEAT,11,3,52.2
49,4,6.93,CHANA,12,1,89.1
45,3,7.43,WHEAT,13,4,116.7
29,5,6.43,PADDY,10,5,49.7
30,3,5.33,WHEAT,8,3,51.6
16,3,7.49,WHEAT,11,2,48.8
40,4,7.18,PADDY,13,3,83.9
19,2,6.04,MAIZE,9,3,51.0
18,4,6.98,CHANA,9,0,26.7
1,4,6.95,MAIZE,8,1,4.9
14,3,7.3,CHANA,16,5,32.3
51,2,7.02,COTTON,10,0,271.1
47,4,6.43,CHANA,9,1,65.4
50,2,6.33,CHANA,11,3,171.6
2,3,5.9,WHEAT,13,1,6.7
54,3,6.38,COTTON,8,2,139.9
28,3,6.89,PADDY,16,5,67.8
49,4,7.41,PADDY,16,0,98.5
50,4,5.9,SOYBEAN,15,5,63.7
30,4,6.22,COTTON,13,3,61.2
38,3,5.83,WHEAT,11,2,86.0
51,3,6.51,SOYBEAN,9,1,101.3
4,5,6.39,SOYBEAN,15,1,3.8
1,4,4.55,PADDY,14,2,2.0
8,5,6.12,CHANA,11,1,9.6
29,4,4.77,WHEAT,10,0,40.1
55,4,4.58,COTTON,13,4,84.5
39,4,6.87,SOYBEAN,8,1,60.7
3,3,5.28,WHEAT,9,3,6.5
32,4,5.52,PADDY,14,1,51.5
10,4,4.69,SOYBEAN,10,5,12.3
10,3,5.04,SOYBEAN,8,3,15.2
19,3,6.8,MAIZE,9,1,40.4
46,4,5.98,PADDY,16,1,72.3
34,5,7.14,MAIZE,14,3,47.4
33,4,5.69,PADDY,14,0,54.5
23,3,5.31,PADDY,15,4,44.5
55,3,5.54,MAIZE,15,4,94.5
28,4,6.64,WHEAT,16,0,46.0
32,3,6.17,WHEAT,9,1,63.2
50,6,7.21,WHEAT,15,4,56.3
7,3,6.31,CHANA,15,0,15.1
29,4,5.98,SOYBEAN,12,0,47.3
8,4,6.86,WHEAT,12,4,13.7
1,5,7.34,CHANA,11,3,2.1
57,4,5.57,SOYBEAN,12,2,87.8
55,4,5.25,WHEAT,9,3,68.5
3,6,6.35,PADDY,9,1,2.0
24,2,6.0,COTTON,12,3,108.7
23,5,7.47,WHEAT,10,5,41.3
59,3,5.89,COTTON,8,2,141.7
8,4,4.72,WHEAT,16,2,7.3
54,4,7.43,PADDY,9,0,104.7
57,3,7.03,COTTON,9,5,163.0
47,5,5.03,CHANA,11,1,50.8
37,2,7.21,PADDY,9,0,141.2
3,3,5.52,COTTON,14,3,7.2
51,4,5.63,COTTON,8,3,87.1
33,4,7.22,MAIZE,9,4,56.0
28,4,6.09,MAIZE,12,0,50.0
47,2,4.91,PADDY,9,5,124.3
8,3,5.61,PADDY,16,0,15.5
34,3,6.67,PADDY,11,0,101.3
35,3,5.02,SOYBEAN,16,0,53.8
32,4,6.27,CHANA,8,2,45.2
24,4,6.59,WHEAT,8,4,35.9
14,5,5.53,MAIZE,8,1,14.3
32,5,6.58,COTTON,11,1,66.5
56,3,7.15,MAIZE,16,1,122.2
46,4,5.92,WHEAT,15,2,67.3
43,3,5.65,PADDY,14,4,97.8
16,3,5.25,MAIZE,8,5,27.2
4,4,6.31,CHANA,10,4,4.8
52,2,7.14,CHANA,16,2,161.9
37,3,5.47,SOYBEAN,16,5,62.1
54,5,5.69,MAIZE,12,0,69.1
21,4,5.72,PADDY,13,3,36.3
14,4,6.18,COTTON,13,0,29.2
31,2,5.19,SOYBEAN,11,1,89.2
55,3,6.97,PADDY,8,0,134.2
48,5,5.39,SOYBEAN,12,2,60.2
18,3,6.62,MAIZE,8,1,38.1
7,4,6.04,WHEAT,8,3,9.8
10,2,6.26,MAIZE,12,5,36.2
7,4,5.04,PADDY,12,5,11.3
33,2,6.71,COTTON,14,1,146.0
23,5,5.07,COTTON,9,0,30.3
21,5,4.84,PADDY,13,4,24.2
19,4,6.14,SOYBEAN,9,4,27.8
48,3,6.63,CHANA,12,5,114.4
19,5,4.65,PADDY,11,4,23.5
36,4,4.71,MAIZE,12,1,49.5
29,4,6.91,COTTON,9,4,62.4
18,4,6.93,WHEAT,15,2,32.3
2,2,5.24,COTTON,15,5,5.8
1,3,6.35,CHANA,13,3,2.0
47,4,5.83,COTTON,10,4,103.1
5,3,6.4,CHANA,11,2,10.7
20,4,7.09,PADDY,8,2,41.7
11,4,4.74,COTTON,16,1,13.3
42,5,6.83,SOYBEAN,12,5,68.4
2,6,5.98,MAIZE,15,1,2.8
3,5,6.19,SOYBEAN,10,3,4.0
23,3,6.46,MAIZE,11,3,56.0
55,3,7.27,COTTON,11,0,201.2
12,4,4.67,COTTON,15,3,16.2
20,2,4.59,MAIZE,16,5,44.8
5,2,5.03,WHEAT,10,5,15.8
37,4,7.46,COTTON,14,1,95.2
38,4,6.65,WHEAT,16,2,59.5
30,6,6.34,WHEAT,9,0,30.3
9,3,4.64,MAIZE,11,3,16.0
34,3,7.14,WHEAT,10,2,94.9
53,3,6.94,WHEAT,15,1,114.9
44,5,6.49,PADDY,11,4,76.6
35,4,5.52,SOYBEAN,16,0,44.1
52,5,4.71,WHEAT,8,5,46.5
58,5,6.24,SOYBEAN,8,2,66.1
22,4,6.66,WHEAT,11,1,42.6
44,4,4.78,SOYBEAN,10,1,59.0
24,3,6.4,COTTON,10,0,78.6
17,4,5.36,COTTON,9,0,29.2
10,4,6.79,SOYBEAN,9,3,17.6
30,4,6.12,WHEAT,15,3,41.9
56,5,4.89,PADDY,8,5,56.8
59,6,6.08,SOYBEAN,15,5,52.2
46,4,5.69,CHANA,10,0,70.0
23,4,5.04,PADDY,9,0,30.3
32,4,7.02,CHANA,16,2,49.8
17,3,4.53,SOYBEAN,12,3,30.5
50,2,5.44,WHEAT,12,1,159.8
51,4,4.54,CHANA,13,3,56.8
17,4,4.79,SOYBEAN,11,3,24.7
14,2,5.39,PADDY,14,0,43.7
9,5,4.66,WHEAT,14,0,8.4
40,2,6.29,CHANA,16,3,110.0
2,3,4.76,SOYBEAN,13,4,2.0
45,4,6.61,WHEAT,8,4,71.4
25,3,4.66,WHEAT,16,5,35.1
39,2,4.68,COTTON,16,3,112.1
9,3,5.42,WHEAT,12,4,18.5
54,4,7.19,SOYBEAN,14,5,96.1
22,4,6.42,PADDY,8,5,36.1
43,4,6.81,MAIZE,11,3,85.5
46,4,4.92,COTTON,11,5,86.3
4,2,7.0,SOYBEAN,12,0,15.0
26,6,4.52,SOYBEAN,13,0,22.3
58,2,5.14,SOYBEAN,11,0,167.1
29,6,6.35,CHANA,13,1,29.6
45,4,5.63,CHANA,14,0,61.2
34,6,7.45,PADDY,10,0,54.8
23,3,4.59,SOYBEAN,16,3,30.3
37,4,7.5,CHANA,15,4,60.0
11,3,6.37,CHANA,8,4,21.4
6,2,6.18,CHANA,9,0,13.4
18,4,4.68,PADDY,9,0,20.2
21,3,5.32,PADDY,16,0,38.7
42,4,7.27,SOYBEAN,16,5,66.2
36,3,5.56,COTTON,16,3,79.0
41,3,6.48,SOYBEAN,8,3,81.2
38,4,7.5,CHANA,14,3,68.2
34,4,5.29,MAIZE,10,4,50.7
17,4,6.23,CHANA,16,1,23.3
37,4,6.59,WHEAT,15,4,58.1
25,5,4.99,MAIZE,10,3,30.6
38,3,4.95,MAIZE,8,2,55.7
58,4,5.87,SOYBEAN,16,1,75.4
12,6,5.66,CHANA,8,0,9.0
23,4,6.64,CHANA,10,5,42.1
53,4,4.71,COTTON,13,4,88.2
42,4,7.42,WHEAT,13,5,82.6
22,4,4.54,SOYBEAN,11,1,27.6
21,4,6.3,PADDY,9,2,33.4
27,2,6.19,SOYBEAN,13,1,81.3
57,3,4.9,MAIZE,12,4,109.1
31,5,4.95,SOYBEAN,13,3,29.4
6,3,6.88,COTTON,14,0,18.0
27,4,7.16,SOYBEAN,16,3,46.1
40,4,5.35,COTTON,14,3,69.3
34,4,5.81,MAIZE,11,4,57.6
12,2,5.56,COTTON,12,3,49.1
45,3,4.72,CHANA,13,3,70.8
57,6,6.52,PADDY,16,4,64.5
53,5,6.98,MAIZE,12,4,86.5
7,4,5.41,COTTON,12,2,11.6
10,4,7.47,WHEAT,14,3,21.9
45,4,4.73,MAIZE,9,1,50.9
17,4,6.49,WHEAT,10,0,31.7
26,4,5.84,PADDY,9,5,41.0
21,2,5.84,COTTON,9,0,76.0
28,4,5.87,MAIZE,10,4,47.8
58,4,5.28,MAIZE,13,5,78.1
46,6,6.65,PADDY,12,4,67.2
2,2,6.66,CHANA,12,2,7.4
54,4,5.35,WHEAT,9,3,68.7
43,4,7.01,MAIZE,9,4,70.8
1,4,5.45,SOYBEAN,8,4,2.0
51,3,6.68,WHEAT,10,0,132.9
53,4,4.86,COTTON,14,3,86.0
36,4,5.01,PADDY,12,2,60.3
51,3,5.45,WHEAT,14,4,94.9
26,4,6.28,SOYBEAN,16,4,37.1
29,4,6.44,SOYBEAN,13,4,47.7
21,4,5.69,PADDY,9,0,31.9
11,5,4.73,PADDY,8,4,11.2
40,3,5.62,WHEAT,8,4,70.7
11,3,6.57,COTTON,16,0,29.4
36,4,6.51,CHANA,13,4,56.0
49,3,4.98,SOYBEAN,13,3,80.9
59,3,4.52,PADDY,11,3,116.9
39,3,6.76,CHANA,9,0,76.5
40,2,4.82,CHANA,10,3,104.2
35,5,4.75,CHANA,10,5,34.3
54,3,4.51,COTTON,15,5,96.4
34,4,5.8,PADDY,13,5,58.1
55,2,6.01,SOYBEAN,14,2,165.8
47,4,6.41,PADDY,16,4,82.5
24,3,5.39,WHEAT,8,2,42.6
54,4,6.63,SOYBEAN,9,3,82.2
22,4,5.01,PADDY,16,0,29.7
5,3,7.0,SOYBEAN,12,5,13.2
56,4,6.22,WHEAT,11,0,101.5
33,3,6.25,MAIZE,8,2,62.7
58,4,5.13,SOYBEAN,16,3,67.4
36,3,4.72,MAIZE,16,4,51.5
47,5,5.89,CHANA,11,3,60.0
20,2,6.35,COTTON,16,5,73.4
19,4,4.79,WHEAT,8,3,22.3
35,3,7.35,SOYBEAN,12,0,94.6
52,3,7.44,WHEAT,8,1,120.4
43,4,6.14,CHANA,11,5,72.7
17,5,7.35,MAIZE,12,4,30.3
59,3,5.04,COTTON,10,5,149.5
45,2,4.58,WHEAT,9,5,96.7
43,3,4.62,MAIZE,13,4,69.2
34,3,6.26,CHANA,10,5,75.9
9,3,4.68,CHANA,8,0,12.0
26,4,7.38,CHANA,12,3,54.1
2,2,4.93,MAIZE,9,0,5.1
53,2,5.41,SOYBEAN,9,3,129.4
9,4,6.97,PADDY,11,1,20.3
9,4,5.16,WHEAT,11,5,13.8
40,3,5.23,PADDY,11,1,92.5
17,3,6.43,CHANA,14,2,33.5
1,4,5.33,PADDY,8,3,3.2
25,3,5.15,MAIZE,15,0,39.3
43,4,5.26,CHANA,16,0,49.1
40,3,5.97,CHANA,13,5,78.1
42,4,7.4,COTTON,11,0,117.1
25,3,7.0,COTTON,13,2,79.7
39,4,5.35,MAIZE,14,4,53.6
35,5,5.59,MAIZE,13,0,40.4
3,4,5.89,PADDY,8,5,5.0
50,3,7.44,WHEAT,12,1,146.8
37,3,5.02,PADDY,15,0,66.7
44,3,5.57,MAIZE,15,0,77.7
44,3,6.69,WHEAT,16,0,94.7
51,3,7.39,PADDY,11,5,164.9
30,4,4.97,SOYBEAN,13,4,39.3
38,4,5.18,SOYBEAN,14,0,46.6
34,4,5.18,WHEAT,12,4,51.0
12,4,4.56,COTTON,15,4,16.4
19,4,6.31,WHEAT,10,2,33.6
37,2,6.51,PADDY,15,1,128.6
44,5,6.31,CHANA,12,0,61.4
59,3,4.71,SOYBEAN,8,0,82.6
59,4,4.71,CHANA,13,0,67.8
49,4,5.13,SOYBEAN,9,4,58.0
17,4,5.37,PADDY,14,3,23.9
10,4,6.86,SOYBEAN,16,1,15.7
57,2,4.98,WHEAT,10,5,168.0
55,4,4.63,CHANA,11,0,67.8
49,4,5.68,MAIZE,11,3,78.7
47,4,5.75,CHANA,11,3,72.3
12,5,5.85,PADDY,10,3,18.3
16,3,6.98,MAIZE,12,1,41.9
24,3,4.79,CHANA,16,3,34.4
19,3,6.61,PADDY,15,5,45.2
8,3,5.51,COTTON,9,0,18.4
31,4,5.43,WHEAT,16,5,41.9
21,4,7.3,SOYBEAN,9,0,35.5
17,4,5.25,SOYBEAN,14,2,22.7
23,5,6.43,SOYBEAN,12,4,31.3
37,5,5.33,COTTON,14,3,54.7
54,5,6.02,WHEAT,12,5,78.6
16,2,6.86,CHANA,13,4,52.5
6,4,7.15,CHANA,15,4,8.2
8,3,7.02,WHEAT,8,4,18.9
25,3,6.25,MAIZE,8,4,45.7
18,4,5.25,WHEAT,12,4,28.5
25,3,6.48,SOYBEAN,8,0,51.0
12,2,6.63,CHANA,10,1,42.6
15,3,4.53,WHEAT,16,3,21.9
59,2,5.82,CHANA,14,3,165.9
26,5,7.03,WHEAT,13,0,39.9
41,2,5.97,PADDY,15,5,130.3
45,3,5.43,SOYBEAN,15,0,73.1
26,4,7.12,WHEAT,13,4,46.3
47,4,4.97,COTTON,11,1,88.3
32,5,5.12,WHEAT,11,3,38.6
10,2,6.56,PADDY,11,5,40.3
16,4,5.56,COTTON,13,2,28.4
7,4,6.64,COTTON,8,0,13.2
17,5,4.97,WHEAT,9,2,15.2
23,4,5.26,PADDY,13,3,35.5
26,5,4.97,COTTON,8,0,31.3
21,2,7.36,SOYBEAN,16,3,69.6
22,4,5.72,MAIZE,13,0,35.7
58,4,5.51,SOYBEAN,14,5,79.1
7,5,4.54,CHANA,8,3,4.3
14,3,4.96,CHANA,15,2,22.6
15,3,5.76,PADDY,12,1,40.3
53,3,4.71,COTTON,12,5,123.9
7,2,6.03,SOYBEAN,13,5,22.9
9,3,5.87,SOYBEAN,14,0,14.8
51,6,6.8,MAIZE,14,2,63.8
48,4,6.48,PADDY,12,3,105.4
8,4,5.84,COTTON,8,2,15.0
50,4,5.17,PADDY,16,5,70.1
59,4,6.68,WHEAT,13,0,104.1
23,3,6.62,SOYBEAN,16,2,44.8
29,3,4.96,PADDY,11,3,65.2
18,3,7.24,PADDY,9,4,48.3
31,4,4.69,MAIZE,10,5,41.0
30,4,4.67,WHEAT,11,1,41.2
52,2,5.06,CHANA,15,1,113.2
39,4,7.23,SOYBEAN,10,5,78.9
35,5,6.06,MAIZE,15,4,39.1
18,5,6.86,PADDY,13,0,30.9
59,5,5.18,SOYBEAN,11,2,71.0
42,4,5.97,CHANA,14,2,59.0
39,3,5.57,PADDY,12,4,96.9
17,4,6.98,WHEAT,12,4,36.3
14,3,4.57,SOYBEAN,16,3,16.6
31,4,5.23,MAIZE,10,3,48.3
24,4,4.96,WHEAT,11,1,32.9
35,2,7.08,CHANA,12,0,133.7
44,4,5.9,CHANA,8,0,55.4
45,5,5.71,SOYBEAN,14,4,48.9
34,3,5.85,CHANA,15,1,59.6
3,5,7.42,COTTON,13,1,4.6
37,2,7.05,MAIZE,16,3,120.8
43,4,6.62,SOYBEAN,10,2,79.8
40,4,5.37,COTTON,9,0,66.4
26,4,5.0,CHANA,12,1,33.8
55,5,7.26,SOYBEAN,16,3,72.8
23,5,5.77,COTTON,8,3,31.9
44,4,5.34,CHANA,8,3,49.8
39,3,5.91,PADDY,10,2,103.1
15,5,7.25,PADDY,10,1,31.9
56,2,5.66,WHEAT,12,4,187.4
49,5,6.19,PADDY,11,4,79.2
4,3,6.91,COTTON,13,3,11.3
29,2,5.78,MAIZE,15,3,79.3
22,4,5.2,PADDY,15,2,30.5
25,3,7.48,SOYBEAN,11,3,68.3
13,3,7.37,SOYBEAN,8,5,26.3
18,3,7.03,SOYBEAN,14,1,42.6
33,2,6.57,PADDY,13,3,125.5
16,3,5.38,PADDY,12,3,37.3
45,2,7.24,WHEAT,11,1,194.7
42,4,5.33,MAIZE,13,0,56.3
44,2,6.9,MAIZE,15,5,143.0
2,4,7.25,CHANA,13,5,2.0
55,3,6.31,WHEAT,10,4,137.8
35,5,6.91,COTTON,16,3,59.7
